name,chinese,english
sample_00001132,在视频中，画面显示一位男性角色，灯光昏暗，背景模糊。在视频开头，他的嘴角微微上扬，似乎在微笑。他的目光直视对方，可能在与另一个人物交流。在接下来的画面中，他的目光向左侧看去，表情没有明显变化，可能是有一些突发事件吸引了他的注意力。在视频结尾处，他的笑容越发明显，感觉他的情绪比较愉快。；在音频中，语音中带着疑问的语气，暗示角色可能是处在一种疑惑的状态中。；在文本中，字幕内容：“可能是列宁同志说的？” 这句话可能是男性角色对某个观点或者说法的疑问或者怀疑。根据视频线索中男性角色微笑的表情和目光直视对方的行为，以及音频线索中语音带有疑问的语气，我们可以推断男性角色在这句话中表达了他对某个观点的怀疑或者疑惑。同时，视频结尾处男性角色笑容明显，情绪愉快，这也支持了他对这个观点的怀疑可能是一种轻松或者幽默的表达方式。；,"In the video, the screen shows a male character with dim lighting and a blurry background. At the beginning of the video, the corners of his mouth slightly lift, suggesting a smile. His gaze is direct, possibly indicating communication with another character. In the following scenes, his gaze shifts to the left without any noticeable change in expression, suggesting that something unexpected has caught his attention. Towards the end of the video, his smile becomes more apparent, indicating a happier mood. In the audio, the voice carries a questioning tone, implying that the character may be in a state of confusion. In the text, the subtitle reads, ""Could it be what Comrade Lenin said?"" This sentence suggests that the male character is questioning or doubting a certain viewpoint or statement. Based on the video clues of the male character's smiling expression and direct gaze, as well as the audio clue of the questioning tone, we can infer that the male character is expressing his doubt or confusion about a certain viewpoint in this sentence. Additionally, the clear smile and happy mood of the male character at the end of the video support the possibility that his doubt is expressed in a lighthearted or humorous manner."
sample_00001142,在视频中，人物穿着警察制服，他的眉头紧锁，嘴角略微下垂，这可能表明他正在经历一种比较负面的情绪。他的目光似乎是在注视着对话者，嘴部张开，看起来像是在说话或者是在回应某人。背景是一个办公室环境，这表明他可能在工作中，或者是在处理与工作相关的事务。；在音频中，角色语速加快，带着一种质问的感觉。；在文本中，字幕内容：“我不找你我找谁呀?” 这句话可能是警察对对话者的一种质问或者抱怨。根据视频线索中警察的表情和姿态，他的眉头紧锁、嘴角下垂，表现出一种负面的情绪。同时，他的目光注视着对话者，嘴部张开，看起来像是在说话或者回应某人，这与音频线索中描述的角色语速加快、带着质问感觉相符合。因此，这句话可能是警察在表达他的不满或者不耐烦，暗示对话者没有按照他的期望或要求行动。；,"In the video, the character is wearing a police uniform, with a furrowed brow and slightly downturned mouth, indicating that he is experiencing a negative emotion. His gaze seems to be fixed on the interlocutor, with his mouth open, appearing to be speaking or responding to someone. The background is an office environment, suggesting that he may be at work or dealing with work-related matters. In the audio, the character's speech speed increases, with a questioning tone. In the text, the subtitle reads, ""If I don't look for you, who else should I look for?"" This sentence may be a questioning or complaining remark from the police officer to the interlocutor. Based on the facial expression and posture of the police officer in the video clues, with a furrowed brow and downturned mouth, it shows a negative emotion. At the same time, his gaze is fixed on the interlocutor, with his mouth open, which matches the description of the character's increased speech speed and questioning tone in the audio clues. Therefore, this sentence may indicate the police officer expressing his dissatisfaction or impatience, implying that the interlocutor did not act according to his expectations or requests."
sample_00001146,在视频中，画面中包含了两位女士，左侧女士背对摄像头，右侧女士正对摄像头，我们主要分析右侧女士的情感状态。在视频开头，她的面部表情并不正向，似乎有些紧张和不安。在接下来的画面中，她的眉毛抬起，似乎在强调着一些事情。在视频结尾处，她低着头目光朝下看，没有看着对方说话，这种行为可能源自于内心的压力、焦虑、不安或者沮丧，导致角色倾向于隐藏自己的情感或者避免与他人交流。；在音频中，音量较低，语气低沉，声音中带着压力感。；在文本中，字幕内容：“天哪，咱们二十二楼的关系，越来越复杂了，看来我以后得少说话。” 这句话可能是右侧女士在视频结尾处说的。根据视频线索中右侧女士的面部表情紧张和不安，眉毛抬起强调的动作，以及低着头目光朝下看的行为，可以推断她可能感到压力、焦虑、不安或者沮丧。同时，根据音频线索中描述的音量较低、语气低沉，声音中带着压力感，可以进一步确认她的情感状态可能是负面的。因此，这句话表达了她对于二十二楼关系复杂化的感叹和对自己以后少说话的决定，暗示了她的不安和压力。；,"In the video, there are two ladies in the frame. The lady on the left has her back to the camera, while the lady on the right is facing the camera. We mainly analyze the emotional state of the lady on the right. At the beginning of the video, her facial expression is not positive, and she seems a bit nervous and uneasy. In the following scenes, her eyebrows are raised, indicating that she is emphasizing something. At the end of the video, she lowers her head and looks down, not looking at the other person while speaking. This behavior may stem from inner pressure, anxiety, uneasiness, or frustration, causing her to tend to hide her emotions or avoid communication with others.In the audio, the volume is low, the tone is low, and there is a sense of pressure in the voice.In the text, the subtitle says, ""Oh my, the relationship on the 22nd floor is getting more and more complicated. Looks like I'll have to speak less in the future."" This sentence is likely spoken by the lady on the right at the end of the video. Based on the tense and uneasy facial expression, the emphasized movement of raising eyebrows, and the behavior of lowering her head and looking down, it can be inferred that she may be feeling pressure, anxiety, uneasiness, or frustration. Additionally, based on the audio clue describing low volume, low tone, and a sense of pressure in the voice, it can be further confirmed that her emotional state is likely negative. Therefore, this sentence expresses her exclamation about the increasing complexity of the relationship on the 22nd floor and her decision to speak less in the future, implying her uneasiness and pressure."
sample_00001152,在视频中，画面显示一个男性角色坐在餐厅环境中，因为他手里拿着筷子，背景中有很多人，并且桌子上冒着热气。在视频中，他的目光一会儿看向前方，一会儿看向右侧，似乎他周围坐着不少人，这表明他在参与一段多人对话。同时，在他说话过程中，伴随着头部往上微微抬去的动作，可能在等待听众的反应或者加强自己的言论。在整个视频中，他嘴角上扬，面带笑容，似乎在进行一段比较愉快的对话。；在音频中，角色声音轻快，语调上扬，语气中带着幽默感。；在文本中，字幕内容：“啊，那没事买个房，没事再买个车，最后绕地球绕一圈，最后就上月球了。” 这句话可能是男性角色在进行一段幽默的对话或者开玩笑。根据视频线索中男性角色的笑容和愉快的情绪，以及音频线索中描述的轻快的语调和带有幽默感的语气，我们可以推断这句话是男性角色在进行一段幽默的想象或者夸张的表达。因此，这句话表现出男性角色的愉快和幽默的情绪状态。；,"In the video, the scene shows a male character sitting in a restaurant environment, holding chopsticks in his hand. There are many people in the background and steam is rising from the table. In the video, his gaze alternates between looking forward and looking to the right, indicating that he is participating in a conversation with multiple people. At the same time, while he is speaking, he slightly raises his head, possibly waiting for the audience's reaction or emphasizing his statement. Throughout the video, he has a smile on his face, appearing to be engaged in a pleasant conversation. In the audio, the character's voice is lively, with an upward intonation and a humorous tone. In the text, the subtitle says, ""Ah, it's no big deal, just buy a house, then buy a car, and finally go around the earth before going to the moon."" This sentence may indicate that the male character is engaging in a humorous conversation or joking. Based on the male character's smile and cheerful mood in the video clues, as well as the lively intonation and humorous tone described in the audio clues, we can infer that this sentence represents the male character's joyful and humorous emotional state."
sample_00001155,在视频中，画面显示一位女士躺在病床上，穿着病号服，她应该是因为生病而住院了。在视频中，她的目光看向左侧一个不在画面中的人物，时不时皱着眉头，面部表情并不轻松。在接下来的画面中，她头部微抬，有种向对方示意的样子。随后，她的嘴角有些许上扬，能看见明显的笑容，似乎心情比较愉快。在视频最后，她伸出了手，头部微抬，皱着眉头，继续向对方示意。；在音频中，角色在语重心长地劝告对方，希望对方不要有不必要的猜测和担心。；在文本中，字幕内容：“你和你爸爸，所有的人，都希望让奶奶好，不许瞎琢磨了。” 这句话可能是女士对对方的劝告或者请求。根据视频线索中女士的表情变化，她一开始的面部表情并不轻松，但随后出现了笑容，似乎心情比较愉快。同时，她还向对方示意，可能是希望对方不要瞎琢磨，不要有不必要的猜测和担心。根据音频线索中角色语重心长地劝告对方，我们可以推断这句话可能是女士在关心对方的情绪，希望对方不要过度担心，而是专注于让奶奶好起来。因此，这句话表达了女士的关心和希望，与女士整体展现的愉快情绪相符合。；,"In the video, the screen shows a woman lying on a hospital bed, wearing a patient gown. She seems to be hospitalized due to illness. In the video, her gaze is directed towards someone off-screen on the left side. She occasionally furrows her brows, and her facial expression is not relaxed. In the following scenes, she slightly lifts her head, as if gesturing to the other person. Then, her mouth slightly curves upwards, revealing a noticeable smile, indicating that she is in a relatively happy mood. In the final moments of the video, she extends her hand, lifts her head slightly, and furrows her brows, continuing to gesture towards the other person. In the audio, the character advises the other person with a serious tone, hoping that they won't make unnecessary guesses and worries. In the text, the subtitle reads: ""You, your father, and everyone else all want grandma to get better. Stop making wild guesses."" This sentence could be the woman's advice or request to the other person. Based on the woman's facial expressions in the video, her initial expression is not relaxed, but later she smiles, indicating a happier mood. At the same time, she gestures towards the other person, possibly hoping that they won't make wild guesses and unnecessary worries. Based on the serious tone of the character in the audio, we can infer that this sentence is the woman's concern for the other person's emotions, hoping that they won't excessively worry, but instead focus on making grandma better. Therefore, this sentence expresses the woman's care and hope, aligning with the overall display of her happy emotions."
sample_00001156,在视频中，画面中包含一位女性角色，她的环境看起来像是一个室内场所。在视频中，她微微皱着眉头，嘴巴微张，眼神直视前方，可能是在对某人说话。整体上，她正经历着一段并不轻松的对话。；在音频中，无法判断人物情感状态；在文本中，字幕内容：“这几天你真的要小心啊！网友最恨小三了，搞不好啊，还能跑你公司拉横幅抗议呢。” 根据视频线索中女性角色微微皱眉、嘴巴微张，眼神直视前方的表情，以及字幕内容中提到“这几天你真的要小心啊！”可以推测女性角色可能正经历一段紧张或者担忧的对话。虽然音频线索无法判断人物情感状态，但是根据字幕内容中提到“网友最恨小三了，搞不好啊，还能跑你公司拉横幅抗议呢。”可以推测女性角色可能在警告或者提醒对方要小心处理某个敏感的问题，可能涉及到小三或者其他引起争议的事情。因此，整体上可以推测女性角色在这段对话中可能感到担忧、紧张或者警惕。；,"In the video, there is a female character in the frame, and her environment appears to be an indoor location. In the video, she slightly furrows her brows, slightly opens her mouth, and looks straight ahead, possibly speaking to someone. Overall, she is experiencing a conversation that is not easy. In the audio, it is impossible to determine the character's emotional state. In the text, the subtitle says, ""You really have to be careful these days! Netizens hate mistresses the most. It's possible that they might even come to your company and protest with banners."" Based on the video clues of the female character slightly furrowing her brows, slightly opening her mouth, and looking straight ahead, as well as the mention in the subtitle of ""You really have to be careful these days!"", it can be inferred that the female character may be experiencing a tense or worried conversation. Although the audio clues cannot determine the character's emotional state, based on the mention in the subtitle of ""Netizens hate mistresses the most. It's possible that they might even come to your company and protest with banners."", it can be inferred that the female character may be warning or reminding the other person to handle a sensitive issue carefully, possibly involving mistresses or other controversial matters. Therefore, overall, it can be inferred that the female character may feel worried, tense, or vigilant in this conversation."
sample_00001175,在视频中，画面显示一位女士坐在室内，看起来像是一家餐厅或咖啡馆。环境看起来舒适，有自然光透过窗户照进来，这可能让人物感到放松。在视频开头，她的表情温和，嘴角上扬，微笑着低着头，看着手里的食物。随着时间推移，中间的画面中，她抬头看向座位对面的人物，像是在进行一场对话，嘴角有明显的上扬，很明显是在表达愉快的感情。再往后得画面，女士的笑容不减，眼神重新看向下方，同时伴有手部动作，可能是在描述食物很美味或者通过肢体表达开心的情绪。整体而言，这一系列画面传达了一种轻松愉快的氛围，女士在整个过程中似乎都处于一种积极的情感状态。可以预测视频中的人物感到快乐和满足。；在音频中，角色语气较为平稳，显示出轻松和愉快的情绪。；在文本中，字幕内容：“这里的东西还挺好吃的，好像我吃得比你多。” 这句话可能是女士在对话中说的。根据视频线索中女士表现出的愉快的情绪和笑容，以及音频线索中描述的角色语气平稳、轻松和愉快的情绪，我们可以推断这句话是女士在表达对食物的喜爱和满足感。女士可能觉得这里的食物很好吃，甚至比旁边的人吃得更多，这表明她对食物的满足感和愉快情绪。整体上，这句话与视频中女士展现的积极情绪相符合。；,"In the video, the scene shows a woman sitting indoors, appearing to be in a restaurant or café. The environment looks comfortable, with natural light coming through the windows, which may make the person feel relaxed. At the beginning of the video, her expression is gentle, with a slight upward curve at the corners of her mouth, smiling and looking down at the food in her hands. As time passes, in the middle of the scene, she looks up at the person sitting opposite her, as if engaged in a conversation, with a noticeable upward curve at the corners of her mouth, clearly expressing a happy emotion. In the following scenes, the woman's smile remains, her gaze shifts back down, accompanied by hand movements, possibly describing the deliciousness of the food or expressing happiness through body language. Overall, this series of scenes conveys a relaxed and pleasant atmosphere, and the woman seems to be in a positive emotional state throughout the process. It can be predicted that the person in the video feels happy and satisfied. In the audio, the character's tone is calm, showing a relaxed and pleasant mood. In the text, the subtitle reads, ""The food here is pretty good, it seems like I ate more than you."" This sentence is likely spoken by the woman in the conversation. Based on the joyful emotion and smile displayed by the woman in the video clues, as well as the description of a calm, relaxed, and pleasant mood in the audio clues, we can infer that this sentence expresses the woman's love for the food and satisfaction. The woman probably finds the food here delicious, even eating more than the person next to her, indicating her satisfaction and joyful mood towards the food. Overall, this sentence aligns with the positive emotions exhibited by the woman in the video."
sample_00001176,在视频中，画面显示一位中年女士坐在一个昏暗的室内环境中。在视频中，她眉头紧锁，抬头纹非常明显，嘴角略微下垂，这可能表明她正在经历一种负面情绪。同时，她嘴巴张开，目光一直盯着对方，可能在和对方进行着一段严肃且负面的对话。她的头部稍微前倾，这可能是她投入对话或争论的一个迹象。综合这些线索，可以推测视频中的女士可能正在经历一场争论或是在表达对某个情况的不满。；在音频中，角色采用反问句，带着指责的口吻，表达了角色的愤怒和不满。背景音乐也营造了对话的紧张感。；在文本中，字幕内容：“你这叫解释吗？你这叫狡辩，撒谎。” 这句话可能是女士对对方的指责和不满的表达。根据视频线索中女士的表情和姿势，她展现出紧锁的眉头、下垂的嘴角和目光的盯着对方，这表明她正在经历一种负面情绪，并且正在进行一段严肃且负面的对话。同时，音频线索中角色采用反问句、带着指责的口吻表达愤怒和不满，背景音乐也营造了对话的紧张感。综合这些线索，可以推断女士对对方的言行进行了指责和批评，表达了她的愤怒和不满。；,"In the video, the scene shows a middle-aged woman sitting in a dimly lit indoor environment. In the video, she has a furrowed brow, prominent forehead lines, and slightly downturned corners of the mouth, which may indicate that she is experiencing negative emotions. At the same time, her mouth is open and her gaze is fixed on the other person, possibly engaged in a serious and negative conversation. Her head is slightly tilted forward, which may be a sign of her involvement in the conversation or argument. Taking these clues together, it can be inferred that the woman in the video may be going through an argument or expressing dissatisfaction with a certain situation.In the audio, the character uses rhetorical questions with a accusatory tone to express anger and dissatisfaction. The background music also creates a sense of tension in the conversation.In the text, the subtitle reads, ""Is this your explanation? This is called sophistry and lying."" This sentence may be the woman's expression of accusation and dissatisfaction towards the other person. Based on the woman's facial expressions and posture in the video clues, she shows a furrowed brow, downturned corners of the mouth, and a gaze fixed on the other person, indicating that she is experiencing negative emotions and engaging in a serious and negative conversation. At the same time, in the audio clues, the character uses rhetorical questions with an accusatory tone to express anger and dissatisfaction, and the background music also creates a sense of tension in the conversation. Taking these clues together, it can be inferred that the woman is criticizing and criticizing the other person's words and actions, expressing her anger and dissatisfaction."
sample_00001178,在视频中，在视频开头，我们看到三个人物坐在一起，左侧的女性和右侧的男性都将一只手压在中间男性的肩膀上，另一只手则分别抓着他的两个胳膊，可以看出中间男性可能有些激动，需要被两个人通过这种行为来控制住，我们主要分析中间男性的情感状态。在视频开头，中间男性头部仰起，嘴巴张开，似乎在和一个不在画面中的人对话。说话过程中嘴巴张得特别大，同时伴有头部前倾的动作，这代表他说话极其用力，情绪非常激动且生气。在接下来的画面中，中间男性的表情变得更加清晰，他说话时嘴巴张得很大，同时伴随着皱眉的动作，似乎在和对方发生着激烈的争吵。；在音频中，角色声音非常大，像是用尽全身的力量在喊，可以推测角色非常激动且愤怒。；在文本中，字幕内容：“曹小强，我警告你，你如果再敢纠缠我们家微澜，我真跟你没完。” 这句话可能是中间男性对曹小强的威胁或警告。根据视频线索中中间男性的表情和动作，他的嘴巴张得很大，伴随着皱眉的动作，表现出非常激动和生气的情绪。同时，音频线索中描述角色声音非常大，像是用尽全身的力量在喊，也表明角色非常激动和愤怒。因此，可以推断这句话是中间男性在愤怒的情绪下对曹小强发出的威胁或警告。；,"Input: In the video, at the beginning of the video, we see three people sitting together. The woman on the left and the man on the right both have one hand pressing on the shoulder of the man in the middle, and their other hand is holding onto his arms. It can be seen that the man in the middle may be somewhat excited and needs to be controlled by these two people through this behavior. We mainly analyze the emotional state of the man in the middle. At the beginning of the video, the man in the middle tilts his head back and opens his mouth, seemingly talking to someone off-camera. During the conversation, his mouth opens very wide, accompanied by a forward movement of the head, indicating that he is speaking with great force and is very excited and angry. In the following scenes, the man in the middle's expression becomes clearer. When he speaks, his mouth opens wide, accompanied by a frowning motion, indicating that he is engaged in a heated argument with the other person. In the audio, the character's voice is very loud, as if shouting with all his strength, suggesting that the character is very excited and angry. In the text, the subtitle says, ""Cao Xiaoqiang, I warn you, if you dare to bother our family's Weilan again, I will not let you off."" This sentence may be a threat or warning from the man in the middle to Cao Xiaoqiang. Based on the facial expressions and actions of the man in the middle in the video clues, his mouth opens wide, accompanied by a frowning motion, showing a very excited and angry emotion. At the same time, the audio clue describes the character's voice as very loud, as if shouting with all his strength, indicating that the character is very excited and angry. Therefore, it can be inferred that this sentence is a threat or warning from the man in the middle to Cao Xiaoqiang in a state of anger."
sample_00001184,在视频中，我们看到两个人物面对面坐在一个桌子旁，左侧的女士（穿红色上衣的）背对着镜头，而右侧的男士（穿棕色上衣的）面向镜头，应该是左侧的人物在向右侧的任务提问。视频一开始，男士手臂交叉，这个姿势通常表示有一点紧张。他的眼神看起来比较专注，嘴巴微微张开，但是没有看向女士，似乎是一边回忆或思考着一些事情，一边做出回答。在视频的结束，男子露出了笑容，应该是想到了什么愉悦的事情，他的手部动作没有明显的变化。同时，他的目光转向了左侧的女士，似乎在期待着对方的反应或者等待对方下一步的提问。；在音频中，一开始的声音比较平稳，后来不经意间话语中掺杂着笑声，可能是想到了有趣的事情，展现出他放松愉悦的状态。；在文本中，字幕内容：“像我爸爸他就属于比较会打的。” 这句话可能是男士对女士提问的回答。根据视频线索中男士的姿势和眼神表现出的专注和思考，以及音频线索中男士的放松愉悦的状态，我们可以推断这句话可能带有一种自豪或者开心的语气。男士的笑容和期待女士的反应也表明他对自己的回答比较满意，并期待女士对此作出回应或者继续提问。因此，这句话可能是男士以一种自豪或者幽默的方式回答女士的问题，与男士整体展现的放松愉悦的状态相符合。；,"In the video, we see two people sitting face to face at a table. The lady on the left (wearing a red shirt) has her back to the camera, while the man on the right (wearing a brown shirt) is facing the camera. It seems that the person on the left is asking the person on the right a question. At the beginning of the video, the man has his arms crossed, which usually indicates a bit of nervousness. His gaze appears focused, with his mouth slightly open, but he does not look at the lady. It seems like he is recalling or thinking about something while giving his answer. Towards the end of the video, the man smiles, indicating that he has thought of something pleasant. There is no significant change in his hand movements. At the same time, his gaze shifts towards the lady on the left, seemingly expecting her reaction or waiting for her next question.In the audio, the voice starts off steady, but later there are occasional laughter mixed in the speech, possibly indicating that the person is thinking of something funny and showing a relaxed and joyful state.In the text, the subtitle says, ""Like my dad, he's pretty good at fighting."" This sentence is likely the man's answer to the lady's question. Based on the man's posture and focused gaze in the video, as well as the relaxed and joyful state in the audio, we can infer that this sentence may be spoken with a tone of pride or happiness. The man's smile and anticipation of the lady's reaction also suggest that he is satisfied with his answer and expects a response or further questioning from the lady. Therefore, this sentence is likely the man's response to the lady's question in a proud or humorous manner, consistent with the overall relaxed and joyful state displayed by the man."
sample_00001189,在视频中，画面中包含两位女性角色，左侧女士正对摄像头，右侧女士背对摄像头，我们主要分析左侧女士的情感状态。环境看起来像是一个室内场所，可能是办公室或类似的工作环境。在视频中间靠前的位置，角色有睁大眼睛的动作，同时伴有抬起眉毛的行为，面部表情显得有些惊讶和困惑。在整个视频中，角色的嘴角似乎一直微微上扬着，也显示出友好和开放的态度。；在音频中，在语音开头处，角色说话比较结巴，显得有些惊讶。同时，角色的语气带有一种疑惑感。；在文本中，字幕内容：“就之前那些事情呀，你就专门为这些事情，来跟我道歉呀。” 这句话可能是左侧女士对右侧女士说的。根据视频线索中左侧女士的面部表情和姿态，她表现出了一定的惊讶和困惑，但同时嘴角微微上扬，显示出友好和开放的态度。音频线索中描述的角色语气带有疑惑感，结合视频线索中左侧女士的表情和姿态，我们可以推断这句话可能带有一种询问或者质疑的语气。因此，这句话可能是左侧女士在询问右侧女士为什么专门为之前的事情向她道歉，表达了一种困惑和疑惑的情感状态。；,"Input: In the video, there are two female characters in the frame. The lady on the left is facing the camera, while the lady on the right has her back to the camera. We mainly analyze the emotional state of the lady on the left. The environment appears to be an indoor setting, possibly an office or a similar work environment. In the middle of the video, the character widens her eyes and raises her eyebrows, showing a surprised and confused facial expression. Throughout the video, the corners of the character's mouth seem to be slightly upturned, indicating a friendly and open attitude. In the audio, at the beginning of the speech, the character speaks hesitantly, sounding surprised. At the same time, the character's tone carries a sense of doubt. In the text, the subtitle says, ""For those things before, you specifically apologize to me."" This sentence may be said by the lady on the left to the lady on the right. Based on the facial expressions and gestures of the lady on the left in the video clues, she shows a certain level of surprise and confusion, but at the same time, the corners of her mouth are slightly upturned, indicating a friendly and open attitude. The audio clue describes the character's tone as having a sense of doubt. Combining the facial expressions and gestures of the lady on the left in the video clues, we can infer that this sentence may have an inquisitive or questioning tone. Therefore, the lady on the left is possibly asking the lady on the right why she specifically apologized to her for the previous things, expressing a state of confusion and doubt."
sample_00001192,在视频中，画面显示一个男性，环境看起来像是一个办公室。在视频开头，他的眉头紧紧皱起，低着头目光往下看，面部表情比较负面且沉重。在视频中间位置，他的目光抬起看向前方，面部表情没有明显变化。；在音频中，语音开头有较长时间的停顿，语气低沉，感觉角色的心情也比较沉重。；在文本中，字幕内容：“我不后悔。” 这句话可能是男性角色对某件事情或决定的表态。根据视频线索中男性的负面和沉重的面部表情，以及音频线索中角色语气低沉和心情沉重的描述，我们可以推断这句话可能带有一种坚定和决绝的情绪。男性角色可能在面对某个困难或者挑战时，表达出了他的决心和坚持，因此这句话可能是一种积极的表态，与男性整体展现的负面情绪相矛盾。；,"In the video, the screen shows a male in what appears to be an office environment. At the beginning of the video, his brows are tightly furrowed, and he is looking down with a negative and heavy facial expression. In the middle of the video, his gaze lifts forward, and there is no obvious change in his facial expression. In the audio, there is a long pause at the beginning of the speech, and the tone is low and heavy, giving the impression that the character's mood is also heavy. In the text, the subtitle says, ""I have no regrets."" This sentence may be the male character's statement about something or a decision. Based on the negative and heavy facial expression of the male character in the video clues, as well as the description of the character's low and heavy tone and mood in the audio clues, we can infer that this sentence may carry a sense of determination and resolution. The male character may express his determination and persistence when facing a difficulty or challenge, so this sentence may be a positive statement that contradicts the overall negative emotions displayed by the male."
sample_00001198,在视频中，画面中出现一个中年男性角色，背景中有窗帘和一摞被子，这表明场景可能在家中的某个私人空间。在视频中，他眼睛睁得很大，面部表情看起来非常愤怒且严肃。他嘴巴运动幅度很大，目光恶狠狠地看向对方，似乎在和对方发生着激烈的争吵。；在音频中，语调尖锐且具有侵略性。每句话最后的重音，伴随着指责和强调的意味。；在文本中，字幕内容：“老子怕你是家雀跟蝙蝠你瞎飞，小心哪天碰死你，好好念你书吧。” 这句话可能是中年男性角色对对方的一种威胁或警告。根据视频线索中男性角色愤怒且严肃的面部表情、眼睛睁得很大，以及嘴巴运动幅度很大的动作，可以推断他的情绪状态是愤怒和激动的。同时，根据音频线索中描述的语调尖锐且具有侵略性，以及每句话最后的重音和指责强调的意味，可以推断这句话是带有威胁和警告的语气。因此，这句话表达了中年男性角色的愤怒和威胁情绪。；,"Input: In the video, there is a middle-aged male character in the frame, with curtains and a stack of blankets in the background, indicating that the scene may be in a private space at home. In the video, his eyes are wide open and his facial expression looks very angry and serious. His mouth moves a lot, and his gaze is fierce, suggesting that he is engaged in a heated argument with someone. In the audio, the tone is sharp and aggressive. The emphasis at the end of each sentence conveys a sense of accusation and emphasis. In the text, the subtitle says, ""I'm afraid you're like a sparrow flying blind with a bat, be careful that one day you'll bump into something and die. Focus on your studies."" This sentence may be a threat or warning from the middle-aged male character to the other person. Based on the angry and serious facial expression, wide-open eyes, and exaggerated mouth movements of the male character in the video, it can be inferred that his emotional state is one of anger and excitement. At the same time, based on the description of the sharp and aggressive tone in the audio, as well as the emphasis and accusation at the end of each sentence, it can be inferred that this sentence is spoken with a threatening and warning tone. Therefore, this sentence expresses the anger and threatening emotions of the middle-aged male character."
sample_00001199,在视频中，画面中包含两位女士，她们在室内环境中相对而立，左侧的女士背对摄像头，右侧的女士正对摄像头，我们主要分析右侧女士的情绪状态。在视频中，右侧女士嘴角上扬，眼睛微微眯起，面部表情显得友好和轻松。她抚摸着对方的头发或者头部，这种动作通常伴随着关怀或爱护或安慰或亲密的情感，具体的情绪状态需要结合额外的上下文信息。她的嘴巴在运动着，目光直视对方，说明她在和对方进行着一段比较轻松愉快的对话。；在音频中，角色语气比较积极，声音有力并且某些词带着重音。结合文本内容，有一种强调对方的优秀以及安慰对方的行为。；在文本中，字幕内容：“你人这么好，一定会找到一个爱你的人的。” 这句话可能是右侧女士对左侧女士说的。根据视频线索中右侧女士的友好和轻松的面部表情，以及她抚摸对方头发或头部的动作，可以推断她在表达一种关怀和安慰的情感状态。同时，音频线索中角色语气积极并强调对方的优秀，也支持了这种推断。因此，这句话可以被理解为一种鼓励和安慰的表达，表明右侧女士认为左侧女士是一个优秀的人，一定会找到一个爱她的人。；,"Input: In the video, there are two ladies standing facing each other in an indoor environment. The lady on the left has her back to the camera, while the lady on the right is facing the camera. We mainly analyze the emotional state of the lady on the right. In the video, the corners of the lady's mouth on the right are upturned, her eyes are slightly squinted, and her facial expression appears friendly and relaxed. She is touching the other person's hair or head, which is usually accompanied by feelings of care, love, comfort, or intimacy. The specific emotional state needs to be combined with additional contextual information. Her mouth is moving, and she is looking directly at the other person, indicating that she is engaged in a relatively relaxed and pleasant conversation with the other person. In the audio, the tone of the character is positive, the voice is strong, and certain words are emphasized. Combined with the content of the text, there is an emphasis on the other person's excellence and comforting behavior. In the text, the subtitle says, ""You are such a good person, you will definitely find someone who loves you."" This sentence is likely said by the lady on the right to the lady on the left. Based on the friendly and relaxed facial expression of the lady on the right in the video, as well as her action of touching the other person's hair or head, it can be inferred that she is expressing a feeling of care and comfort. At the same time, the positive tone of the character in the audio and the emphasis on the other person's excellence also support this inference. Therefore, this sentence can be understood as an expression of encouragement and comfort, indicating that the lady on the right believes that the lady on the left is an excellent person who will definitely find someone who loves her."
sample_00001203,在视频中，在视频的开头，我们看到一位女性，她的眼睛微闭，嘴角轻微上扬，似乎在微笑。随着时间的推移，女性的微笑变得更加宽广，眼睛微微眯起，看向画面外的某个物体或人，眼神中透露出友好和开心的情绪。综合这些画面，可以推测视频中的女性在整个过程中都处于一种愉悦和满足的情感状态。她可能在与一个让她感到开心的人交谈，或者是在观看或听到了一些积极的内容。整体而言，视频传达了一种轻松和正面的氛围。；在音频中，无法判断人物情感状态；在文本中，无法根据字幕内容判断情感状态。；,"Input: In the video, at the beginning of the video, we see a woman with her eyes slightly closed and a slight upward curve at the corners of her mouth, as if she is smiling. As time goes on, the woman's smile becomes wider, her eyes squint slightly, and she looks at something or someone outside the frame, revealing a friendly and happy emotion in her gaze. Based on these scenes, it can be inferred that the woman in the video is in a state of pleasure and satisfaction throughout the process. She may be talking to someone who makes her happy or watching or listening to something positive. Overall, the video conveys a relaxed and positive atmosphere. In the audio, it is impossible to determine the emotional state of the person. In the text, it is impossible to judge the emotional state based on the content of the subtitles."
